DeviceID,Event,EventValue,Date,Date2,DeviceType,DeviceName
31,open,TRUE,6/29/2017 15:10,13.6259838,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:10,13.62600694,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:10,13.62614583,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:10,13.62618056,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:18,13.63155093,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:18,13.63199074,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:31,13.64061343,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:31,13.64065972,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:31,13.6406713,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:31,13.64075231,wireless_sensor,Interior Garage Door
102,locked,FALSE,6/29/2017 15:33,13.64194444,door_lock_device,Front Door
102,locked,TRUE,6/29/2017 15:33,13.64199074,door_lock_device,Front Door
32,open,FALSE,6/29/2017 15:33,13.64200231,wireless_sensor,Front Door
32,open,TRUE,6/29/2017 15:33,13.64200231,wireless_sensor,Front Door
31,open,TRUE,6/29/2017 15:38,13.64599537,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:39,13.64605324,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:39,13.64608796,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:39,13.64612269,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 15:39,13.6465162,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 15:39,13.64659722,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 17:24,13.71908565,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 17:24,13.71914352,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 17:24,13.71927083,wireless_sensor,Interior Garage Door
31,open,FALSE,6/29/2017 17:24,13.71954861,wireless_sensor,Interior Garage Door
31,open,TRUE,6/29/2017 17:29,13.72284722,wireless_sensor,Interior Garage Door
